Pitcher,PitcherTeam,Overall_StuffPlus,Overall_WhiffPlus,Overall_CalledStrikePlus,Overall_wOBACONPlus,Overall_PitchingPlus,Overall_PitchingWhiffPlus,Overall_PitchingCalledStrikePlus,Overall_PitchingwOBACONPlus,Total_Pitches,Num_Pitch_Types,Avg_Velocity,Avg_Extension
Chase Esqueda,ARI_CHR,98.2,99.2,98.0,88.8,82.0,90.0,81.8,87.9,22,3,77.5,5.8
Joe Alegre,ERS_COL,98.2,108.8,91.6,82.7,104.0,113.0,96.7,77.1,197,4,77.5,6.1
Andrew Carroll,KIR_COM,98.2,97.1,116.6,107.4,97.3,100.0,105.1,111.4,126,3,81.4,5.6
Matthew Demetree,THO_UNI,98.2,103.4,88.1,121.8,81.6,89.0,89.3,66.3,27,2,81.3,5.9
Michael Alfonso,TAM_SPA,98.2,114.5,57.4,78.8,103.6,106.9,87.4,93.3,13,2,85.5,6.0
Jake Nolan,MON_HAW,98.2,104.9,84.4,98.7,100.9,105.7,89.3,99.6,84,4,79.7,5.8
Cole Torbett,MTSU_BLU,98.2,104.5,87.5,111.4,105.2,106.7,103.8,112.0,582,7,81.5,5.2
Josiah Chiesa,LAG_RAN,98.2,95.0,109.2,97.3,100.4,100.8,89.9,96.5,113,8,85.7,6.5
Gage Shaver,SOU_WES1,98.2,94.8,109.1,107.1,98.4,92.4,108.3,117.8,504,5,80.9,5.7
Braden Gebhardt,YSU_PEN,98.2,96.3,106.0,114.9,98.9,96.0,102.2,102.1,318,7,84.3,6.1
Ryan Daly,ILL_ILL,98.2,94.8,111.4,97.3,110.8,100.6,115.9,99.2,355,6,84.3,6.6
Alex Kanipe,BUT_BUL,98.2,100.9,92.4,98.7,103.8,102.6,100.7,100.1,312,6,84.9,6.1
Ishaan Khambal,SAN_SPA,98.2,98.4,105.5,94.1,92.2,100.4,92.4,92.5,18,3,84.5,5.8
Chase Jarnagin,COL_CHA,98.2,98.8,99.2,110.8,91.5,92.1,91.0,88.3,65,3,85.8,5.5
Blayne Fritcher,MCN_COW,98.2,93.6,103.2,114.6,100.3,91.7,110.1,114.6,234,6,80.1,5.6
Zev Salsberg,OSU_BUC,98.2,95.8,95.0,106.9,92.9,92.2,85.8,105.4,154,6,86.5,5.5
James Brock,UNI_BRI,98.2,103.1,90.1,88.0,104.1,107.9,90.5,95.6,158,4,84.9,6.4
Josh Emanuels,STJ_HAW,98.2,104.3,98.7,95.2,117.0,112.0,87.6,113.0,6,3,85.0,5.6
Alex Pipes,JAC_GAM,98.2,89.9,101.8,113.7,85.7,92.8,80.6,103.3,65,5,87.0,5.6
Reese Young,ALA_LIO,98.2,96.1,109.5,108.1,91.4,91.0,97.5,94.3,262,7,82.9,5.4
Vincent Salvo,TOW_TIG,98.2,92.8,116.1,82.6,101.8,98.4,103.9,96.8,375,8,78.5,5.0
Andrew Grove,CAL_ANT,98.1,94.2,106.1,90.5,94.0,98.1,90.1,101.8,29,3,83.6,5.8
Joel Connors,MOY_MOY,98.1,92.0,107.5,106.9,105.4,89.9,119.5,102.3,93,5,83.7,5.6
Jack Swarbrick,EMO_HEN,98.1,101.5,92.6,98.4,106.3,114.4,93.1,102.1,137,7,86.0,5.8
Issac Sewell,ASU_RED,98.1,92.4,121.8,115.7,99.3,92.9,121.7,108.4,94,5,77.1,5.5
Anthony Hausner,CIT_BUL,98.1,101.0,95.8,83.9,105.8,107.1,100.4,94.9,229,6,84.0,5.9
Christian Hack,VAL_CRU,98.1,103.7,116.2,112.4,56.1,77.2,63.6,60.9,8,2,82.5,5.2
Sam Heyman,SOU_RED,98.1,94.2,104.1,102.7,98.7,97.3,98.0,107.3,936,9,85.9,6.4
Breckin Nace,RAD_HIG,98.1,101.7,98.2,114.3,110.6,106.1,104.9,121.9,469,7,79.8,6.4
Logan Hastings,MAR_TER,98.1,98.2,104.6,96.8,98.8,99.6,100.1,96.6,783,7,82.8,5.7
Jack Volo,GEO_HOY,98.1,93.0,106.5,121.0,97.6,91.5,105.1,114.4,194,7,81.6,5.8
Jake Hooker,XAV_MUS,98.1,99.0,102.1,105.8,98.1,95.9,102.4,103.7,674,7,86.3,5.6
Tyler Smith,GEO_COL1,98.1,95.5,105.3,74.2,96.7,97.2,98.5,83.1,283,5,84.0,5.1
Cam Soliz,TEX_ISL,98.1,86.1,122.3,99.2,103.4,91.2,114.1,98.0,112,6,83.4,6.0
Grant Origer,MEX_LOB,98.1,92.3,120.1,113.1,82.1,78.2,108.8,98.2,31,3,82.7,5.5
Luke Puffinbarger,ORA_GOL,98.1,98.7,99.8,98.6,94.3,96.0,94.8,87.5,159,5,86.6,6.2
Bodie Vail,SAM_BUL,98.1,99.6,101.9,103.8,90.0,80.4,124.5,94.7,16,3,81.9,5.7
Garrett Sinfield,FRE_BUL,98.1,93.2,120.5,106.5,101.3,98.0,101.5,100.2,34,3,78.2,6.0
Bryce Martens,PUR_FOR,98.1,99.0,93.0,118.0,78.4,88.6,75.8,101.5,64,4,83.1,4.8
Isaac Hines,AVE_MAR,98.1,103.6,89.5,110.0,97.6,97.9,103.5,114.6,172,5,82.4,5.8
Gunnar Penzkover,GRA_CAN,98.1,98.1,104.5,88.9,106.3,105.1,103.4,96.9,308,6,85.9,5.3
Rafael Espinoza,SEA_RED,98.1,94.5,113.7,94.8,97.4,93.4,107.1,93.3,593,5,83.6,5.7
Landry Mead,GEO_EAG,98.1,96.6,101.7,94.2,108.4,101.8,111.3,112.7,136,5,81.8,5.9
Cooper Hrbacek,ABI_WIL,98.1,101.0,99.1,104.8,109.0,101.7,116.5,106.4,148,5,81.7,5.8
Bransen Angel,CAR_EAG,98.1,94.0,112.3,85.2,107.4,97.8,117.0,94.9,211,4,80.3,5.1
Kainoa Holt,HAW_PAC,98.1,98.8,109.6,101.0,79.7,96.5,83.8,98.9,27,3,78.1,4.9
Elliott Eaton,PRI_TIG,98.1,100.6,93.0,112.8,90.2,91.0,95.4,99.2,591,9,83.7,5.7
Tyler Stott,OLD_MON,98.1,105.9,87.6,112.4,107.0,109.9,102.8,118.0,125,5,83.9,5.5
Chandler Freeman,ABI_WIL,98.1,96.2,104.2,107.0,98.2,91.5,108.8,102.6,80,4,84.0,6.2
Aeden Finateri,ALA_CRI,98.1,103.5,86.6,108.9,109.9,105.9,102.1,105.7,391,9,84.8,6.2
Jace Miner,WIC_SHO,98.1,93.3,112.4,110.6,97.0,95.7,99.3,107.6,593,7,82.2,5.8
Joey Lopez,ASU_RED,98.1,94.1,106.8,90.9,98.2,95.1,91.9,86.7,44,2,88.2,6.3
Kaleb Townsend,JOH_UNI,98.1,88.7,116.2,114.0,101.4,97.3,102.5,132.7,31,3,81.0,5.8
Jacob Burnham,BOC_EAG,98.1,102.1,89.2,106.8,102.4,100.3,102.0,111.5,364,6,82.0,5.9
Jeremiah Arnett,WIC_SHO,98.0,101.8,99.7,92.9,102.8,103.3,103.6,99.0,630,7,83.3,6.6
Patrick Galvin,SEA_RED,98.0,92.6,106.1,107.5,88.7,91.1,91.3,98.5,255,4,84.7,5.8
Zak Gould,UIC_FLA,98.0,100.5,104.8,99.2,105.4,94.9,114.6,103.7,174,3,82.9,6.0
Carter Prochaska,TRI_TRO,98.0,97.6,109.1,103.9,80.6,84.4,101.7,92.6,58,3,82.9,7.1
Austin Steeves,STA_CAR,98.0,99.3,95.7,100.8,104.2,103.3,97.8,98.2,177,5,85.1,6.0
Jacob Hustedde,MUR_RAC,98.0,100.3,97.2,96.7,99.9,105.1,90.0,103.1,253,6,84.9,5.9
Chase Topolski,RIC_SPI,98.0,101.4,98.2,90.7,100.1,99.5,106.3,95.3,520,6,84.2,5.7
Jon McCullough,SET_HIL,98.0,101.7,85.1,89.1,110.4,108.9,99.9,102.3,283,8,86.3,5.7
Spencer Ledford,UNC_PEM,98.0,85.7,119.8,94.5,89.9,88.2,90.2,85.2,98,1,86.3,6.1
Braxton Shaffer,IOW_CEN,98.0,92.8,111.3,98.4,95.7,91.1,104.2,89.2,206,4,87.1,5.8
Josh Porter,FUL_COL,98.0,101.3,94.2,86.4,97.9,104.9,91.7,92.1,81,6,81.3,5.4
Kole Bradley,EIU_PAN,98.0,94.0,108.2,97.3,102.1,99.0,94.5,96.9,36,5,84.5,6.2
Gage Gongwer,TRO_T,98.0,95.3,112.1,88.5,106.0,102.0,112.8,90.6,213,3,83.8,5.6
Joseph Chambers,DAR_GRE,98.0,96.0,114.6,97.4,99.3,96.9,107.1,91.5,379,7,79.2,5.3
Nicolas Ratel,STU_BOB,98.0,94.5,107.9,91.6,97.0,96.7,94.5,90.4,213,7,80.4,6.0
Jake Kmiecik,CUM_PAT,98.0,99.1,93.7,110.8,96.4,99.7,95.1,104.8,228,5,86.6,5.7
Lance Lauve,PUR_BOI,98.0,89.2,123.1,109.4,84.8,93.0,82.5,126.5,17,3,81.3,4.6
Jett Slepak,AKR_ZIP,98.0,101.7,103.6,95.7,94.7,99.0,98.4,99.7,304,5,83.2,5.9
Seaver Sheets,ULM_WAR,98.0,96.4,103.9,91.3,92.5,93.4,101.2,90.5,169,5,85.0,5.5
Drew Stegura,BEL_ABB,98.0,102.6,81.5,97.2,94.4,103.2,78.7,105.6,221,7,83.1,5.7
Will Marquart,UNL_REB,98.0,88.0,109.1,111.3,93.3,88.7,100.9,111.1,352,6,84.9,5.0
Tristan Legg,GEO_SOU,98.0,101.9,99.5,89.2,91.4,90.9,104.0,97.3,111,3,81.1,5.4
Alex Bryant,BOC_EAG,98.0,88.2,119.4,92.9,103.7,92.1,116.6,93.3,245,6,80.9,5.5
Lucas Letsinger,BAL_CAR,98.0,97.8,97.2,95.8,107.1,106.4,108.0,96.2,72,6,83.6,5.3
John McDonald,CRE_BLU,98.0,101.3,85.0,95.7,93.0,93.3,104.3,104.7,31,3,84.9,5.7
Ethan Ianni,UMBC_RET,98.0,107.8,84.4,89.5,101.5,104.9,95.7,90.6,125,4,80.9,5.7
Ryan Gordon,BAR_COL,97.9,92.5,92.4,103.0,90.8,79.7,123.0,95.9,57,3,86.5,5.8
Jonah Friedman,MID_GEO,97.9,94.8,91.3,107.9,97.0,94.9,96.6,133.8,18,3,74.9,6.1
Grady Lacourciere,HOF_PRI,97.9,92.1,118.6,83.7,94.2,93.8,97.9,80.4,589,7,82.0,5.7
Cam Sime,UMASS_RIV,97.9,99.8,95.9,103.9,97.1,108.9,81.2,95.6,79,6,84.1,5.5
Alec Sparks,NIC_COL,97.9,99.6,96.5,95.3,102.3,101.3,103.5,98.7,988,8,84.8,6.1
Austin Fox,MOU_VER1,97.9,97.4,108.8,91.2,95.1,88.3,112.4,89.7,102,3,79.6,6.9
Parker Bleck,UWM_PAN,97.9,94.7,96.8,109.6,100.0,91.3,107.0,107.3,78,6,83.0,6.1
Zachary Gaydos,NCA_BUL,97.9,99.6,94.8,94.1,84.4,90.2,91.0,87.5,187,6,84.6,5.4
Ryan Suppa,COL_CUG,97.9,100.2,94.2,102.2,104.4,101.0,109.8,107.4,246,5,81.0,6.0
Ben Cushnie,SOU_TRO,97.9,97.4,103.5,99.5,99.1,98.0,100.5,112.2,176,6,81.4,6.1
Bryan Peck,WES_COL,97.9,102.2,85.0,115.2,104.3,120.1,80.2,114.0,254,8,84.7,5.2
Kellen Gradisar,LEN_BEA,97.9,102.7,86.6,111.1,108.5,104.0,106.0,115.2,527,9,80.5,6.0
Dylan Duke,STJ_HAW,97.9,96.0,102.9,99.1,96.8,96.1,102.2,106.2,103,7,81.2,5.6
Chris Accardo,GEO_HOY,97.9,102.0,87.6,100.9,76.8,96.9,61.5,88.2,18,3,84.0,5.7
Matthew Guthmiller,TAR_TEX,97.9,102.8,92.7,99.3,107.4,118.0,84.8,111.9,35,4,81.1,5.4
Landon Slemp,AUS_GOV,97.9,97.5,102.2,97.6,101.1,98.0,101.1,98.8,423,6,86.3,5.6
Zane Brown,BEL_BRU,97.9,95.4,90.7,107.0,103.1,98.7,104.6,113.2,621,6,82.1,6.5
Casey Burfield,NEV_WOL,97.9,103.9,91.8,101.6,104.4,108.0,99.0,110.0,869,6,85.6,6.0
Chad Harvey,WIN_BUL,97.9,97.7,96.9,99.1,100.7,101.3,100.5,110.6,288,7,85.5,5.2
Logan Medsker,UNI_MON,97.9,91.0,105.7,84.7,102.1,99.2,88.5,81.2,213,5,86.1,6.2
Dylan Smith,NCB,97.9,92.3,96.2,114.2,101.4,96.7,97.6,107.0,357,6,87.1,5.9
Luke McCollough,VIL_WIL,97.9,98.2,106.3,101.9,98.8,93.5,107.8,97.5,1226,8,85.2,5.3
Marcus Mott,MCN_COW,97.9,92.1,103.0,118.1,88.8,91.5,90.6,108.4,189,4,87.4,5.8
Tommy Kent,MON_HAW,97.8,97.8,99.7,98.0,102.4,100.2,103.7,100.8,798,9,83.3,5.5
Dylan Heine,NOT_IRI,97.8,105.9,79.8,109.5,107.8,108.4,96.2,115.3,552,6,84.5,6.3
Justen Crews,FLO_RAT,97.8,90.2,113.1,109.9,84.3,85.1,88.4,104.6,21,2,79.0,5.4
Chase Ingram,UAB_BLA,97.8,99.8,98.0,104.4,105.1,101.1,110.6,104.6,858,6,83.7,6.3
Logan Moller,TEN_TEC,97.8,96.2,96.6,112.3,112.8,101.0,111.8,114.4,172,4,85.3,5.5
Kyle Scrape,SNT_LEO,97.8,102.3,95.7,113.9,104.3,99.4,109.5,107.3,77,3,80.6,6.3
Randy Guzman,WIN_EAG,97.8,96.2,105.3,99.2,99.3,97.5,104.7,96.6,420,7,84.8,5.4
Anthony Andrews,HAW_WAR,97.8,103.2,91.0,105.9,87.2,105.1,78.3,105.4,44,6,85.5,5.7
Chase Gruber,RIC_SPI,97.8,92.5,111.4,76.8,105.5,98.4,111.6,80.8,600,7,82.3,5.8
Nic Abraham,TEN_VOL,97.8,101.6,93.8,106.0,113.8,113.0,106.1,114.8,75,5,85.3,5.4
Jackson Horras,BRA_BRA,97.8,102.5,94.1,99.4,99.8,102.0,95.9,95.2,331,8,84.0,6.3
Charlie Atkinson,DAL_PAT,97.8,99.3,97.8,106.1,86.3,81.0,102.8,89.3,17,4,86.1,6.9
Zach Kelly,UMBC_RET,97.8,93.7,120.8,107.3,99.0,90.8,119.5,103.4,198,3,78.2,5.2
Shadai Colon,ALA_HOR,97.8,94.5,103.9,86.7,92.7,95.8,92.3,88.3,327,6,80.4,5.3
Kellan Knox,ORE_DUC,97.8,99.6,99.0,101.6,99.7,97.1,106.9,107.8,154,4,87.7,6.2
Jack Tuttle,NCB,97.8,95.8,113.1,104.9,97.0,96.1,109.0,102.2,147,5,83.0,5.2
Max Bryant,SWI_BSM,97.8,93.3,110.9,96.0,115.1,99.9,119.0,95.4,55,3,84.3,5.4
Cole Evilsizor,USC_PAC,97.8,91.4,120.2,101.6,97.3,85.7,126.5,104.1,128,4,82.9,5.6
Caleb Pundsack,USF_BUL,97.8,99.8,99.0,94.1,90.7,100.9,86.3,92.0,74,5,82.7,4.5
Will Dugan,LIP_BIS,97.8,78.8,121.5,116.9,35.9,67.8,31.3,76.5,10,2,84.7,5.9
Kross Howarth,TUL_GRE,97.8,87.4,114.9,114.5,94.1,88.7,108.5,121.4,51,2,83.7,5.8
Dean Kampschror,VIR_CAV,97.8,94.0,95.7,112.8,105.3,98.6,101.3,107.3,101,9,85.9,5.5
Owen Berry,LEB_VAL,97.8,95.4,104.3,94.5,85.1,87.3,85.8,103.1,36,3,82.8,6.0
Brooks McDonnough,TNU,97.8,86.5,114.2,116.0,83.1,81.0,96.4,99.9,36,3,86.3,6.4
Jack Bello,BUT_BUL,97.8,91.8,115.6,98.6,91.7,91.7,100.0,103.7,96,5,83.3,6.0
Tobin Eschief,TEM_LEO,97.8,98.1,107.8,91.0,102.1,94.7,111.1,92.5,78,5,83.8,6.8
JJ Harrell,PRE_BLH,97.8,87.6,118.0,83.4,95.7,89.0,106.8,82.7,533,7,81.4,5.2
Kyle Powers,JUD,97.8,100.3,97.1,105.7,100.7,105.2,83.5,118.2,68,7,80.9,6.5
Adam Arther,KAN_WIL,97.8,90.4,113.1,116.7,98.8,90.4,114.3,123.6,336,4,83.7,5.7
Grant Garman,OAK_GOL,97.8,98.6,102.4,101.6,100.5,98.1,104.3,101.9,856,8,81.8,5.3
Rhyn Chambers,CHA_UNI1,97.7,92.0,98.2,83.1,97.9,89.0,111.4,101.1,46,2,88.4,6.1
Barrett Skaugrud,GRA_CAN,97.7,101.7,98.2,101.6,102.8,105.6,96.5,109.3,134,5,81.4,5.7
Noah Galvan,ABI_WIL,97.7,92.9,118.9,100.9,107.0,103.1,109.0,109.2,175,6,81.9,6.3
Niko Riera,LON_BEA,97.7,93.1,102.8,101.2,88.5,94.0,86.9,91.9,93,2,88.1,5.9
Joseph Gill,COL_CUG,97.7,105.7,76.1,97.3,98.2,107.3,82.1,102.8,126,4,83.7,6.2
Cooper Garrison,ASU_RED,97.7,92.1,100.6,102.3,99.1,94.6,104.9,112.2,404,9,82.3,4.7
Matthew Nochowitz,SUN_C,97.7,90.5,107.4,100.2,88.5,87.2,91.2,97.6,27,2,87.7,6.2
Gerald Hanson,NOK_NOR,97.7,97.0,100.9,104.7,98.1,96.5,102.1,103.6,228,6,81.6,5.1
Nick Hunkele,MER_COL1,97.7,97.6,96.0,113.4,98.3,99.8,87.8,108.1,102,6,84.2,6.1
Jordan Vera,FGCU,97.7,98.3,90.9,106.0,97.6,96.5,95.3,104.3,446,8,85.6,6.2
Brian Yadlon,FDU_KNI,97.7,97.0,94.1,101.4,92.5,90.7,96.7,99.4,97,6,84.6,6.0
Gavin Galy,ASU_RED,97.7,92.2,100.1,106.1,108.5,101.1,108.7,124.1,528,8,82.5,5.2
Connor Hayden,WAG_SEA,97.7,99.8,102.5,106.1,102.9,95.5,106.5,101.2,76,4,81.8,5.1
Tommy Mitchell,ELO_PHO,97.7,86.2,115.4,113.2,94.7,86.6,111.1,122.1,283,5,83.4,4.9
Logan Stelling,MT,97.7,104.2,97.0,103.6,90.1,93.6,101.4,98.1,100,3,83.1,5.7
Caden Aoki,SOU_TRO,97.7,107.1,81.0,113.6,110.3,112.7,100.9,120.3,1219,10,83.2,5.7
Liam Kinneen,PRI_TIG,97.7,96.6,102.9,102.8,97.2,95.9,95.5,92.6,943,7,84.9,5.8
Lucas Alaniz,CAL_BEA,97.7,101.5,99.1,105.0,100.9,100.5,106.7,112.3,199,6,83.8,5.4
Daniel Barcena,FRA_MAR1,97.7,100.6,102.6,89.8,105.4,95.5,117.2,87.1,58,4,84.2,4.6
Vincent Corso,WAG_SEA,97.7,91.6,113.4,88.9,86.5,93.9,95.0,84.1,56,5,83.5,5.3
Caleb Freeman,JUD,97.7,100.0,96.5,101.5,83.8,94.8,76.6,76.9,58,5,81.7,6.5
JL Glanton,GEO_COL1,97.7,94.4,99.4,117.9,104.2,96.0,107.7,114.6,667,7,81.0,5.9
Erich Radzinski,UNI_MON,97.7,96.8,106.8,116.7,89.4,96.4,86.6,113.0,36,4,80.6,5.7
Connor Woodward,CLE_CLE2,97.6,100.8,97.5,103.0,95.5,98.8,95.0,87.0,22,4,81.8,5.2
Ryan Cross,YOU_HAR,97.6,102.8,92.7,91.7,94.9,98.1,91.6,84.9,340,6,83.5,6.9
Colton Brumley,TEN_WES,97.6,91.1,110.6,85.5,62.7,81.3,77.8,114.6,12,3,84.8,6.1
Ethan Price,BRA_BRA,97.6,96.6,117.1,91.8,63.0,83.2,61.4,48.1,44,4,79.3,5.5
Owen Tappy,VCU_RAM,97.6,88.2,107.2,118.1,108.4,93.3,112.7,111.2,911,7,78.9,6.0
Grant Teschendorf,UMBC_RET,97.6,84.2,110.8,104.0,77.8,79.1,83.5,88.2,23,3,86.1,5.6
Blaine Rowland,FLA_GAT,97.6,97.8,104.0,95.0,97.0,94.6,110.0,100.6,112,6,84.9,5.1
Jacob Ingram,AND_TRO,97.6,101.0,88.6,89.1,100.2,96.9,111.6,95.1,322,6,85.0,6.2
Tate Carey,MIC_WOL,97.6,97.1,96.8,100.4,99.6,97.5,96.8,100.3,761,10,88.8,6.6
Brandon Hsu,RHO_RAM,97.6,95.9,100.2,89.2,105.5,103.4,109.2,93.8,256,5,82.4,5.7
Sam Burgess,CAL_LAN,97.6,99.2,98.9,99.0,94.3,97.3,97.0,95.6,187,5,81.1,5.3
Ty Long,SOU_GOL,97.6,94.7,104.3,99.3,104.8,101.2,102.2,96.2,113,6,84.9,6.3
Hunter Pirkle,EC,97.6,92.4,100.1,107.0,89.6,93.4,92.5,105.6,614,7,85.4,5.2
Sam Hliboki,NOR_CAT,97.6,98.1,102.5,92.1,109.7,105.5,104.7,92.4,1180,7,82.8,6.1
Graham Kollen,HUN_UNI,97.6,101.8,95.5,97.1,100.9,107.6,87.0,93.4,112,5,86.3,6.6
William Wallace,POM_COL,97.6,93.7,101.8,88.4,82.4,91.9,80.1,82.3,226,4,85.8,5.9
Declan Musil,BLA_COM,97.6,100.8,106.7,109.6,92.9,99.1,102.6,107.4,45,3,79.4,4.7
Johnny Calloway,ARM_BLA,97.6,97.7,104.4,120.6,73.8,86.1,79.6,95.8,27,2,76.8,5.4
Kolby Pascarelli,OHI_BOB,97.6,94.2,107.5,95.8,95.0,98.0,98.3,116.2,42,3,79.0,6.0
Michael Yeager,VIR_CAV,97.6,98.7,95.3,101.1,105.9,101.4,96.4,101.1,84,5,85.8,5.4
Blake McGehee,LOU_CAJ,97.6,98.3,96.0,103.7,103.6,97.9,109.0,104.6,677,7,85.1,5.1
Charley Bergsma,HAR_CRI,97.6,96.6,105.3,102.4,96.4,93.8,106.0,104.8,369,7,81.2,5.0
Carson Ellis,UNI_MOB,97.6,92.0,116.3,76.5,96.6,100.3,103.0,85.9,16,2,85.7,6.9
Angel Santiago-Cruz,RIC_SPI,97.6,95.9,108.2,101.0,91.6,95.9,91.1,96.6,110,6,85.3,6.0
Will Woodward,WAS_HUS,97.6,101.7,96.9,95.6,88.7,95.1,103.8,98.0,69,3,80.2,6.6
Trey Zaffiro,LAF_LEP,97.6,100.0,97.4,92.1,101.0,100.9,99.2,93.3,526,6,83.5,6.0
Timothy Segura,ALV_CCO,97.6,98.0,107.6,98.5,99.7,97.5,94.3,102.1,41,3,78.4,6.3
Javon Christian,ALA_HOR,97.6,99.1,93.1,78.2,90.1,94.6,87.8,79.9,123,6,81.8,5.6
Landon Sexton,USC_UPS,97.6,102.9,76.2,109.7,93.4,97.0,87.6,96.6,179,6,83.8,5.4
Dylan Goff,CAL_FUL,97.6,95.4,110.6,87.7,104.9,97.5,114.9,100.7,160,4,87.3,6.4
Max Tripure,WIU_LEA,97.6,95.3,100.3,94.8,109.1,103.0,105.2,98.1,276,6,85.4,5.7
Ian Hoffstetter,CHA_COL,97.6,101.7,95.1,100.7,95.6,104.0,94.5,95.5,98,3,78.5,5.6
Clayton Boroski,NOF_OSP,97.6,97.6,104.8,94.5,107.5,107.7,101.3,100.8,135,5,83.4,5.4
AJ Pino,FOR_RAM,97.6,92.1,110.4,94.3,94.2,94.4,94.7,94.7,200,6,84.0,5.5
Michael Gurgone,ILL_WES,97.5,102.5,90.1,94.2,87.3,99.2,82.6,89.9,78,4,83.3,6.1
Grayson Stewart,TRO_TRJ,97.5,95.6,107.1,88.0,100.6,100.6,106.6,94.5,624,10,85.2,5.1
Gannon Kadlecik,WES_CHE9,97.5,91.0,116.2,105.7,91.3,96.6,80.7,87.5,17,1,82.4,6.0
Robbie Stewart,FOR_RAM,97.5,105.1,81.3,115.8,95.2,98.5,93.7,104.5,658,8,84.4,5.4
Clint Moak,MAR_THU,97.5,96.0,105.8,107.3,103.4,96.2,107.1,102.1,672,7,84.7,5.5
Nolan Williamson,VIR_KEY,97.5,99.4,91.3,100.7,87.3,95.7,88.3,96.1,116,4,85.7,6.0
Donovan Chriss,STM_GAE,97.5,101.1,93.1,96.5,101.8,105.0,96.5,101.7,964,7,84.3,5.8
Joe Soberon,SAN_DON,97.5,95.7,89.6,105.6,92.2,94.4,88.5,97.7,915,7,85.9,6.0
Chandler Thiel,NOR_GEO3,97.5,104.8,85.9,93.5,96.8,97.4,96.0,87.3,157,4,85.2,5.2
Gavin Sentell,NOR_AGG,97.5,96.4,106.3,98.2,102.4,96.5,108.6,95.0,402,7,85.7,5.7
Jackson Klein,MAN_JAS,97.5,95.0,107.3,104.3,103.4,103.1,92.6,101.1,101,5,79.8,6.2
Eli Lehrman,BRA_BRA,97.5,93.5,114.6,108.7,103.4,95.0,112.0,105.9,550,6,80.1,5.7
Jack Iannibelli,GAR_RUN,97.5,91.5,114.5,101.9,91.2,92.7,100.2,106.2,180,7,76.3,5.4
Harrison Cowdrey,CEN_COL,97.5,96.4,101.6,105.9,98.8,96.2,102.9,103.8,654,8,80.7,5.5
Lake Morris,BEL_BRU,97.5,96.4,99.0,105.3,101.1,98.4,100.1,101.5,367,7,82.3,5.9
Brendan Strenke,CRE_BLU,97.5,92.7,109.2,89.2,101.5,94.8,107.4,97.5,105,3,86.8,6.2
Liam Chamberlain,BRY_BUL,97.5,95.8,106.3,95.7,94.7,96.6,93.9,89.4,203,4,85.9,5.5
Parker Newby,GRA_COL,97.5,101.8,93.7,114.6,94.5,90.9,103.0,124.9,71,2,80.6,6.0
Isaac Berry,UNI_PIK,97.5,102.0,91.1,103.3,94.7,100.4,105.4,97.0,21,3,79.5,6.4
Carlos Garza,ALV_CCO,97.5,99.1,102.5,98.6,105.4,97.5,111.1,96.4,286,5,80.7,5.8
RJ Anglin,HUN_UNI,97.5,96.7,111.7,93.8,91.8,92.1,100.7,78.8,103,3,84.7,6.1
Harper Jordan,NIC_COL,97.5,86.7,121.3,108.6,99.2,92.2,107.4,110.4,487,9,83.7,5.7
Drew Schultz,ROC_CHR,97.4,88.6,144.0,86.4,136.4,86.6,187.5,35.0,4,3,74.9,4.6
Max Bergmann,CIN_BEA,97.4,96.2,104.4,94.1,91.5,98.3,94.1,93.6,305,7,87.0,5.1
Jaxon Byrd,CAL_HIG,97.4,104.0,92.5,113.6,99.2,99.7,94.6,118.9,86,4,82.8,6.2
Reese Lueck,UNL_REB,97.4,99.1,96.5,99.0,100.9,104.1,98.4,110.9,745,8,83.1,4.9
Matthew Driver,MTSU_BLU,97.4,97.0,105.4,94.1,103.8,94.9,113.0,96.9,191,4,86.2,5.3
Landon Murray,THO_C,97.4,99.0,95.4,100.1,115.0,109.6,106.5,105.8,98,3,83.7,5.0
Bradric Helton,LIN_MEM,97.4,90.1,116.5,108.7,88.9,86.8,108.9,101.3,39,4,84.9,5.4
Roberto Velasquez,VIR_KEY,97.4,100.3,89.2,113.4,101.8,104.9,93.7,116.1,594,9,85.4,5.4
Randy Reyes,GRA_TIG,97.4,99.7,97.5,113.6,104.0,98.4,101.9,108.0,85,7,81.1,6.0
Preston Wetherell,VAL_BLA,97.4,93.6,105.8,90.2,79.2,82.7,89.9,95.6,29,4,86.0,5.5
JJ Rickert,NOR_TEX,97.4,96.8,118.9,98.2,101.5,95.1,122.6,90.7,5,2,83.1,5.2
Rawley Hector,UNI_TEX,97.4,106.3,83.9,105.5,105.7,112.9,95.0,115.1,455,4,85.2,5.4
Jacob Fletcher,TAM_SPA,97.4,95.2,94.0,102.2,100.4,94.6,113.9,106.9,46,3,87.5,6.1
Anthony Diaz,SAN_JAC,97.4,97.1,102.5,115.2,107.1,96.8,118.2,115.1,306,4,83.1,6.3
Caleb Williams,RIC_OWL,97.4,98.4,94.9,96.2,94.4,100.0,84.7,101.7,104,3,87.0,5.8
Walker Shaw,MTSU_BLU,97.4,102.1,86.2,101.6,99.5,100.8,101.9,95.6,36,5,82.7,5.9
Brandon Hutchings,CON_TOR,97.4,98.2,111.2,105.7,60.8,67.9,99.6,89.8,39,2,77.4,7.2
